2	1
3	4
4	0
5	0
6	24
7	2
8	13
9	26
10	12
11	40
12	24
1	14
2	5
3	30
4	12
5	7
6	5
7	4
8	3
9	1
10	0
11	0
12	24
1	8
2	0
3	2
4	0
5	1
6	1
7	0
8	3
9	0
10	0
11	4
12	1
1	2
2	2
3	0
4	0
5	0
6	0
7	3
8	1
9	0
10	2
11	0
12	5
1	4
2	1
3	3
4	0
5	2
6	1
7	5
8	2
9	1
10	3
11	2
12	1
1	4
2	4
3	3
4	2
5	2
6	1
7	2
8	1
9	0
10	1
11	2
12	0
1	3
2	2
3	2
4	0
5	0
6	2
7	0
8	0
9	3
10	1
11	0
12	0
1	0
2	0
3	0
4	0
5	1
6	1
7	0
8	2
9	0
10	7
11	3
12	4
1	0
2	1
3	0
4	2
5	1
